epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.1279021054506302,0.872097909450531,0.14328108727931976,0.8567189574241638
1,0.12944583594799042,0.8705541491508484,0.14352713525295258,0.8564728498458862
2,0.1306801587343216,0.86931973695755,0.12001729756593704,0.8799827694892883
3,0.13102316856384277,0.8689767122268677,0.1447342485189438,0.8552656769752502
4,0.13252155482769012,0.8674787282943726,0.14381708204746246,0.8561829924583435
5,0.13309583067893982,0.8669041395187378,0.14748910069465637,0.8525108098983765
6,0.13382349908351898,0.8661766052246094,0.14807994663715363,0.8519200086593628
7,0.13443472981452942,0.8655656576156616,0.14922697842121124,0.8507729172706604
8,0.13527491688728333,0.8647250533103943,0.1461838185787201,0.8538161516189575
9,0.13609956204891205,0.8639004826545715,0.15071773529052734,0.8492822647094727
10,0.13856962323188782,0.8614303469657898,0.14967025816440582,0.8503296971321106
11,0.13905003666877747,0.8609497547149658,0.1540856510400772,0.845914363861084
12,0.1406833827495575,0.8593168258666992,0.14176015555858612,0.8582398295402527
13,0.1420765519142151,0.8579230308532715,0.05316953733563423,0.9468304514884949
14,0.1423172652721405,0.8576827645301819,0.14454446732997894,0.8554555177688599
15,0.1435001790523529,0.8564999103546143,0.14159367978572845,0.8584062457084656
16,0.14392054080963135,0.8560794591903687,0.15540817379951477,0.8445919156074524
17,0.1451074779033661,0.8548925518989563,0.15728367865085602,0.8427162766456604
18,0.14612242579460144,0.8538774251937866,0.1544533669948578,0.8455467224121094
19,0.1465928554534912,0.8534072637557983,0.1590062379837036,0.8409937620162964
20,0.1470814347267151,0.8529185056686401,0.16057230532169342,0.839427649974823
21,0.14839734137058258,0.8516027331352234,0.09095630794763565,0.9090437293052673
22,0.14853276312351227,0.851466953754425,0.15432672202587128,0.8456730842590332
23,0.149353489279747,0.8506466746330261,0.15415935218334198,0.8458406329154968
24,0.14929237961769104,0.8507077097892761,0.16356299817562103,0.8364371061325073
25,0.14980348944664001,0.8501965999603271,0.16317126154899597,0.8368286490440369
26,0.1503424048423767,0.8496575951576233,0.04147229716181755,0.9585275650024414
27,0.15169276297092438,0.8483074903488159,0.021798009052872658,0.9782019257545471
28,0.15185755491256714,0.8481425046920776,0.020860876888036728,0.9791391491889954
29,0.1508559137582779,0.8491441011428833,0.024522995576262474,0.9754770398139954
30,0.15204717218875885,0.8479530215263367,0.018471676856279373,0.9815284013748169
31,0.15363316237926483,0.8463669419288635,0.018466034904122353,0.9815340042114258
32,0.15371417999267578,0.8462857604026794,0.016560940071940422,0.983439028263092
33,0.15403375029563904,0.8459663987159729,0.015738945454359055,0.9842612147331238
34,0.15496091544628143,0.8450390100479126,0.015225911512970924,0.9847742319107056
35,0.15364667773246765,0.8463534116744995,0.014118164777755737,0.9858818054199219
36,0.15526413917541504,0.8447358012199402,0.014463827945291996,0.9855362176895142
37,0.15288157761096954,0.8471185564994812,0.014155866578221321,0.9858441948890686
38,0.1534162163734436,0.8465835452079773,0.012321138754487038,0.9876790046691895
39,0.15543772280216217,0.844562292098999,0.015588865615427494,0.9844108819961548
40,0.15516246855258942,0.844837486743927,0.01756100542843342,0.9824390411376953
41,0.15651527047157288,0.8434844017028809,0.06856255233287811,0.9314374327659607
42,0.1567949801683426,0.8432047963142395,0.009784569963812828,0.9902153611183167
43,0.15697912871837616,0.8430205583572388,0.11413095146417618,0.8858690857887268
44,0.1578216403722763,0.8421784043312073,0.06621469557285309,0.9337852597236633
45,0.15651127696037292,0.8434885740280151,0.020154109224677086,0.9798460602760315
46,0.15609344840049744,0.8439065217971802,0.03145328164100647,0.9685466885566711
47,0.1580272614955902,0.841973066329956,0.14631536602973938,0.8536847233772278
48,0.1583482176065445,0.8416517972946167,0.01834315061569214,0.9816567301750183
49,0.15851902961730957,0.8414807915687561,0.013676419854164124,0.9863237142562866
